,POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
24370,Owner,0,0,3,BHK,1710.15,1,1,"Roopa Nagar,Mysore",76.58,12.3,78.0
24371,Dealer,1,1,2,BHK,717.09,0,1,"Tathawade,Pune",73.74,18.62,51.2
24372,Dealer,0,0,2,BHK,1100.08,1,1,"Sector 84 Faridabad,Faridabad",77.37,28.4,41.0
24373,Dealer,0,0,3,BHK,1449.98,1,1,"Jagatpura,Jaipur",75.84,26.83,30.0
24374,Dealer,0,1,3,BHK,1105.16,1,1,"Kutwal Colony,Pune",73.85,18.52,66.0
24375,Owner,0,0,2,BHK,650.05,1,1,"Fatehgunj,Vadodara",73.18,22.34,18.0
24376,Dealer,0,0,1,BHK,800.14,1,1,"Wagholi,Pune",73.98,18.58,23.5
24377,Dealer,0,0,2,BHK,1100.07,1,1,"Anand Nagar,Lalitpur",73.82,18.48,93.0
24378,Owner,0,0,2,BHK,1000.0,1,1,"Krishna Nagar,Guntur",80.42,16.31,70.0
24379,Dealer,0,0,2,BHK,974.03,1,1,"Moovar Nagar,Chennai",80.27,13.09,45.0
24380,Dealer,1,1,2,BHK,1171.83,0,1,"Palanpur,Surat",72.83,21.17,41.6
24381,Owner,0,0,3,BHK,1480.35,1,1,"Ratu Road,Ranchi",85.38,23.3,58.0
24382,Owner,0,0,1,BHK,633.07,1,1,"Tembhode,Palghar",72.76,19.7,25.0
24383,Dealer,1,1,3,BHK,2223.95,0,1,"Padmanabhanagar,Bangalore",77.56,12.92,200.0
24384,Owner,0,0,2,BHK,1147.07,1,1,"Inner Ring Road,Bangalore",85.9,20.45,95.0
24385,Owner,0,1,2,BHK,1148.2,1,1,"Zirakpur,Chandigarh",76.82,30.66,43.0
24386,Owner,0,0,2,BHK,650.05,1,1,"Sembiyam,Chennai",80.27,13.09,30.0
24387,Dealer,0,0,3,BHK,1608.13,1,1,"NH-8,Dharuhera",77.65,12.97,38.0
24388,Dealer,1,1,2,BHK,708.96,0,0,"Goregaon (West),Lalitpur",72.84,19.16,190.0
24389,Dealer,0,0,3,BHK,1550.59,1,1,"Panathur,Bangalore",77.7,12.94,120.0
24390,Dealer,0,0,2,BHK,928.81,1,1,"Madhyamgram,Kolkata",88.45,22.7,27.4
24391,Dealer,0,0,2,BHK,990.1,1,1,"Karanjade,Lalitpur",78.42,24.69,58.0
24392,Owner,0,0,2,BHK,1022.36,1,1,"Shri Hari Nagar,Nagpur",74.64,26.49,32.0
24393,Owner,0,0,1,BHK,621.0,1,1,"Borivali (West),Maharashtra",72.83,19.24,99.0
24394,Dealer,0,1,2,BHK,1203.55,1,1,"Electronic City Phase II,Bangalore",77.67,12.85,71.9
24395,Dealer,0,0,2,BHK,1023.1,1,1,"Thane West,Mumbai",72.96,19.18,190.0
24396,Owner,0,0,2,BHK,1119.92,1,1,"New Dindoli,Surat",72.86,21.14,32.5
24397,Owner,0,0,2,BHK,1245.12,1,1,"Whitefield,Bangalore",77.76,13.0,83.0
24398,Dealer,0,1,2,BHK,1400.15,1,1,"Horamavu,Bangalore",77.66,13.03,76.0
24399,Owner,0,0,2,BHK,750.08,1,1,"Vaishali Nagar,Indore",75.83,22.68,25.0
24400,Dealer,0,1,3,BHK,1945.15,1,1,"Sector-74 Noida,Noida",77.39,28.58,100.0
24401,Owner,0,0,3,BHK,1090.22,1,1,"Maheshtala,Kolkata",88.23,22.49,40.0
24402,Owner,0,1,2,BHK,1156.2,1,1,"Zirakpur,Chandigarh",76.82,30.66,35.9
24403,Dealer,0,1,3,BHK,1730.33,1,1,"Zirakpur,Chandigarh",76.82,30.66,53.0
24404,Dealer,0,0,3,BHK,1550.01,1,1,"Sector-63 Chandigarh,Chandigarh",76.79,30.74,95.0
24405,Owner,0,1,2,BHK,900.16,1,1,"Vasna-Bhayli-Road,Vadodara",73.13,22.29,27.5
24406,Dealer,0,0,3,BHK,990.3,1,1,"Bicholi Mardana,Indore",75.82,22.18,29.6
24407,Owner,0,1,2,BHK,1070.87,1,1,"Hebbal,Bangalore",77.59,13.04,61.5
24408,Owner,0,1,3,BHK,1474.93,1,1,"Sector 86 Faridabad,Faridabad",77.34,28.41,60.0
24409,Owner,0,0,1,BHK,501.72,1,1,"Sayajigunj,Vadodara",73.18,22.31,16.0
24410,Dealer,0,0,3,BHK,1250.0,1,1,"Narayan Vihar,Jaipur",75.71,26.86,27.0
24411,Builder,1,1,2,BHK,731.83,0,0,"Karveer Nagar,Kolhapur",74.23,16.7,28.9
24412,Dealer,0,0,2,BHK,1190.12,1,1,"Ulwe,Maharashtra",73.03,18.97,80.0
24413,Dealer,0,1,3,BHK,1818.87,1,1,"Sector-75 Noida,Noida",77.38,28.58,96.4
24414,Dealer,0,0,3,BHK,1253.97,1,1,"Mukundapur,Kolkata",88.4,22.49,75.0
24415,Owner,0,1,2,BHK,1193.58,1,1,"Raj Nagar Extension,Ghaziabad",75.78,26.9,32.0
24416,Dealer,0,0,2,BHK,1148.87,1,1,"Kanjur Marg (East),Maharashtra",72.82,18.96,190.0
24417,Dealer,0,0,1,BHK,649.91,1,1,"Sector 17 Ulwe,Maharashtra",73.02,18.96,45.0
24418,Owner,0,0,1,BHK,557.04,1,1,"Oswad Colony,Jamnagar",70.04,22.46,12.5
24419,Dealer,0,0,2,BHK,1235.51,1,1,"Sector 2 Kharghar,Mumbai",73.06,19.03,130.0
24420,Dealer,0,0,2,BHK,1100.1,1,1,"Sector 17 Ulwe,Lalitpur",73.02,18.96,91.0
24421,Owner,0,0,2,BHK,957.12,1,1,"Pallavaram,Chennai",80.15,12.97,50.0
24422,Dealer,0,0,1,BHK,650.0,1,1,"Collectors Colony Chembur,Mumbai",72.9,19.06,110.0
24423,Dealer,0,0,3,BHK,1579.59,1,1,"Mansarovar,Jaipur",75.76,26.86,52.0
24424,Owner,0,0,2,BHK,845.0,1,1,"Yelahanka,Bangalore",77.6,13.11,35.0
24425,Dealer,0,0,2,BHK,940.27,1,1,"Bhakti Park,Mumbai",72.88,19.03,190.0
24426,Dealer,0,0,2,BHK,714.97,1,1,"Undri,Pune",73.93,18.45,45.0
24427,Dealer,0,1,2,BHK,1322.2,1,1,"Worli,Maharashtra",72.82,19.02,380.0
24428,Builder,0,0,3,BHK,982.98,1,0,"Pudupakkam Village,Chennai",80.27,13.06,35.8
24429,Owner,0,0,3,BHK,1500.12,1,1,"Juhi Kalan,Kanpur",80.31,26.43,65.0
24430,Owner,0,0,2,BHK,960.1,1,1,"Chitlapakkam,Chennai",80.14,12.94,45.0
24431,Owner,0,0,1,BHK,625.0,1,1,"Narhe,Pune",73.83,18.44,25.0
24432,Dealer,0,0,2,BHK,923.42,1,1,"Kandarpada,Maharashtra",72.85,19.26,140.0
24433,Dealer,0,0,3,BHK,1172.42,1,1,"Vasant Vihar,Mumbai",72.9,19.04,160.0
24434,Dealer,0,0,2,BHK,1143.32,1,1,"Mulund (East),Lalitpur",72.96,19.16,170.0
24435,Owner,0,0,2,BHK,901.06,1,1,"Bangur,Kolkata",88.34,22.54,50.0
24436,Owner,0,0,2,BHK,791.94,1,1,"Dombivli (East),Lalitpur",73.08,19.22,70.0
24437,Dealer,0,0,2,BHK,1114.88,1,1,"Hoysalanagar,Bangalore",77.6,12.97,46.0
24438,Dealer,1,1,2,BHK,869.64,0,1,"Vikhroli (East),Lalitpur",72.94,19.09,100.0
24439,Dealer,1,1,3,BHK,1409.68,0,1,"Aerocity,Mohali",76.69,30.7,46.9
24440,Owner,0,0,2,BHK,1130.4,1,1,"Nizampura,Vadodara",73.18,22.33,28.0
24441,Dealer,0,1,2,BHK,682.05,1,0,"Baner,Pune",73.78,18.56,68.0
24442,Dealer,0,1,2,BHK,1057.67,1,1,"Kanjur Marg (East),Mumbai",73.04,19.22,170.0
24443,Dealer,0,1,3,BHK,1840.32,1,1,"Sector 80 Faridabad,Faridabad",77.35,28.38,65.0
24444,Dealer,0,0,4,BHK,2087.68,1,1,"Pimple Saudagar,Pune",73.8,18.6,130.0
24445,Owner,0,0,2,BHK,750.12,1,1,"Vedapatti,Coimbatore",76.88,11.0,32.0
24446,Owner,0,0,1,BHK,650.08,1,1,"Raja Park,Jaipur",75.83,26.89,29.0
24447,Owner,0,0,3,BHK,1250.0,1,1,"Sector-38 West,Chandigarh",76.74,30.75,1040.0
24448,Dealer,0,0,1,BHK,650.02,1,1,"Sector-4A Koparkhairane,Lalitpur",76.8,28.21,82.0
24449,Dealer,0,0,3,BHK,1420.1,1,1,"Suraksha Nagar,Bangalore",79.11,20.1,79.0
24450,Dealer,0,0,1,BHK,457.8,1,1,"Ankur Vihar,Ghaziabad",77.42,28.67,9.6
24451,Dealer,0,1,2,BHK,1436.99,1,1,"Mahanagar,Lucknow",80.92,26.86,100.0
24452,Owner,0,0,3,BHK,1199.82,1,1,"Jawahar Circle,Jaipur",75.8,26.84,52.0
24453,Dealer,0,1,1,BHK,773.93,1,1,"Ghodbunder Road,Lalitpur",78.42,24.69,71.0
24454,Dealer,0,0,1,BHK,619.08,1,1,"Subhash Nagar,Lalitpur",75.89,30.93,100.0
24455,Dealer,0,0,3,BHK,1700.2,1,1,"Billekahalli,Bangalore",77.6,12.9,120.0
24456,Dealer,1,0,2,BHK,741.67,0,0,"Bidhannagar,Durgapur",88.42,22.58,17.8
24457,Owner,0,1,2,BHK,1063.2,1,1,"Ajmer Road,Jaipur",75.83,26.93,36.0
24458,Owner,0,0,2,BHK,1530.12,1,1,"Arya Nagar,Ghaziabad",77.5,28.78,110.0
24459,Dealer,0,0,1,BHK,674.93,1,1,"Sector 23 Ulwe,Lalitpur",77.05,28.51,55.0
24460,Owner,0,0,3,BHK,2250.0,1,1,"Sector-50 Noida,Noida",77.37,28.57,270.0
24461,Dealer,1,1,3,BHK,1285.06,0,1,"Sector-150 Noida,Noida",77.48,28.43,72.4
24462,Owner,0,0,2,BHK,1399.87,1,1,"Sector-3 Vaishali,Ghaziabad",77.34,28.64,85.0
24463,Owner,1,1,2,BHK,849.83,0,1,"Sector-151 Noida,Noida",77.47,28.44,35.2
24464,Dealer,0,0,3,BHK,1234.29,1,1,"Behala,Kolkata",88.32,22.5,43.2
24465,Dealer,0,0,2,BHK,1162.34,1,1,"Tilak Nagar,Maharashtra",72.9,19.07,210.0
24466,Owner,0,0,2,BHK,845.07,1,1,"Madha Nagar Extension 1,Chennai",80.27,13.09,45.0
24467,Owner,0,0,3,BHK,1280.23,1,1,"Bariatu,Ranchi",85.36,23.4,45.0
24468,Owner,1,0,2,BHK,739.96,0,1,"Indira Nagar,Pune",73.4,18.76,49.0
24469,Dealer,0,1,3,BHK,1590.97,1,1,"Shivraj Nagar,Pune",79.1,21.12,110.0
24470,Dealer,0,0,2,BHK,1107.06,1,1,"Shankar Kalat Nagar,Pune",73.84,19.96,76.0
24471,Dealer,0,1,2,BHK,1293.51,1,1,"Sector-107 Noida,Noida",77.38,28.55,70.6
24472,Dealer,0,0,2,BHK,1272.67,1,1,"Sector 88 Faridabad,Faridabad",77.35,28.43,40.0
24473,Dealer,0,0,2,BHK,970.03,1,1,"Kamothe,Mumbai",73.1,19.02,78.0
24474,Owner,1,0,3,BHK,2400.3,0,1,"Budigere Cross,Bangalore",77.75,13.14,65.0
24475,Dealer,0,0,3,BHK,1350.44,1,1,"Alwar Bypass Road,Bhiwadi",76.86,28.21,40.0
24476,Dealer,0,0,2,BHK,1246.11,1,1,"Goregaon (East),Mumbai",72.87,19.16,320.0
24477,Dealer,0,0,2,BHK,887.11,1,1,"Medavakkam,Chennai",80.19,12.92,40.0
24478,Owner,1,0,2,BHK,1150.0,0,1,"Pendurthi Mandal,Visakhapatnam",83.2,17.83,34.5
24479,Dealer,0,1,2,BHK,1095.01,1,1,"NH-24 Highway,Ghaziabad",77.42,28.67,34.0
24480,Dealer,0,0,3,BHK,1868.18,1,1,"Sector-77 Noida,Noida",77.39,28.57,82.2
24481,Owner,0,1,2,BHK,928.07,1,1,"Sector-151 Noida,Noida",77.47,28.44,32.0
24482,Owner,0,1,2,BHK,815.14,1,1,"Bakori,Pune",74.05,18.59,28.0
24483,Dealer,0,1,2,BHK,1328.74,1,1,"Wadala,Mumbai",75.54,31.29,220.0
24484,Owner,0,0,3,BHK,1748.53,1,1,"Thanisandra,Bangalore",77.62,13.06,110.0
24485,Dealer,0,1,2,BHK,1265.31,1,1,"Shalimar garden,Ghaziabad",77.33,28.69,37.2
24486,Dealer,0,1,3,BHK,1695.22,1,1,"Sector-143 Noida,Noida",77.43,28.5,95.0
24487,Dealer,0,0,2,BHK,1000.0,1,1,"Kalwar Road,Jaipur",75.58,26.99,19.5
24488,Dealer,1,1,2,BHK,1243.27,0,1,"Sector-150 Noida,Noida",77.48,28.43,57.7
24489,Dealer,0,0,3,BHK,999.66,1,1,"Ghatkopar (East),Lalitpur",72.91,19.08,320.0
24490,Owner,0,0,3,BHK,2333.15,1,1,"Pratap Nagar,Jaipur",75.84,26.81,86.0
24491,Owner,0,0,3,BHK,1649.56,1,1,"Modipuram,Meerut",77.68,28.99,45.0
24492,Owner,0,0,2,BHK,1200.12,1,1,"Sahastradhara Road,Dehradun",78.12,30.38,40.0
24493,Dealer,0,0,3,BHK,1474.74,1,1,"Tonca,Panaji",73.9,15.48,120.0
24494,Dealer,0,0,2,BHK,942.09,1,1,"Kalyani Nagar,Pune",73.9,18.55,95.0
24495,Dealer,0,0,3,BHK,1607.33,1,1,"Manyata Tech Park,Bangalore",81.18,21.2,92.1
24496,Builder,0,0,3,BHK,1312.9,1,0,"Adityapur,Jamshedpur",86.15,22.78,40.7
24497,Owner,0,0,3,BHK,1771.53,1,1,"Sector-9 Udaipur,Udaipur",73.72,24.54,58.0
24498,Builder,1,0,2,BHK,930.19,0,0,"Sholinganallur,Chennai",80.23,12.9,49.3
24499,Dealer,0,1,3,BHK,1341.13,1,1,"Electronic City Phase II,Bangalore",77.67,12.85,78.0
24500,Dealer,0,0,1,BHK,639.75,1,1,"Palghar West,Lalitpur",72.77,19.7,22.5
24501,Owner,0,0,2,BHK,1500.0,1,1,"Makarpura,Vadodara",73.2,22.24,23.1
24502,Dealer,0,0,3,BHK,2058.06,1,1,"PAL,Surat",72.83,21.17,95.0
24503,Owner,0,0,2,BHK,871.96,1,1,"Gogol,Margao",73.99,15.29,38.0
24504,Dealer,0,0,3,BHK,1571.59,1,1,"Baner Pashan Link Road,Pune",73.83,18.54,100.0
24505,Owner,1,0,1,BHK,427.45,0,1,"Muthuvara,Thrissur",76.21,10.52,14.2
24506,Dealer,0,1,3,BHK,1512.5,1,1,"Sanganer,Jaipur",75.61,26.77,48.4
24507,Builder,0,0,2,BHK,1450.12,1,0,"Amar Shaheed Path,Lucknow",81.0,26.75,75.0
24508,Owner,0,0,2,BHK,1149.84,1,1,"Usmanpura,Aurangabad",75.33,19.86,63.0
24509,Dealer,0,1,2,BHK,900.59,1,1,"Bandra (East),Lalitpur",72.86,19.06,210.0
24510,Dealer,1,1,2,BHK,1116.49,0,1,"Thakur Village,Mumbai",72.82,18.91,180.0
24511,Owner,0,0,3,BHK,1060.22,1,1,"Maheshtala,Kolkata",88.23,22.49,50.0
24512,Owner,0,0,3,BHK,1257.14,1,1,"Sector-50 Chandigarh,Chandigarh",76.8,30.72,110.0
24513,Dealer,1,0,2,BHK,1285.09,0,1,"New Chandigarh,Chandigarh",76.79,30.74,65.0
24514,Dealer,1,1,3,BHK,2181.82,0,1,"Gomti Nagar Extension,Lucknow",77.0,21.0,120.0
24515,Owner,0,1,3,BHK,1250.0,1,1,"Vishweshwara Nagar,Mysore",76.64,12.27,56.0
24516,Dealer,1,0,2,BHK,692.08,0,1,"Tollygunge,Kolkata",88.35,22.5,57.0
24517,Owner,0,0,2,BHK,866.05,1,1,"Mogappair West,Chennai",80.16,13.08,60.0
24518,Owner,0,0,3,BHK,1159.87,1,1,"Devanahalli,Bangalore",77.7,13.23,60.0
24519,Owner,0,0,1,BHK,650.05,1,1,"Kareli Bagh,Vadodara",73.2,22.32,18.0
24520,Dealer,0,0,3,BHK,2339.41,1,1,"Cooke Town,Bangalore",77.62,13.0,240.0
24521,Dealer,1,0,1,BHK,845.0,0,1,"Vakola,Maharashtra",77.0,20.73,140.0
24522,Dealer,0,0,2,BHK,909.86,1,1,"Mangyawas,Jaipur",75.74,26.86,21.4
24523,Owner,0,1,2,BHK,1250.0,1,1,"Gomti Nagar Extension,Lucknow",77.0,21.0,60.0
24524,Owner,0,0,2,BHK,1100.19,1,1,"Nandamuri Nagar,Vijayawada",80.62,16.52,47.0
24525,Dealer,0,0,2,BHK,1247.27,1,1,"Delhi Ghaziabad Road,Ghaziabad",77.42,28.67,40.0
24526,Owner,0,0,2,BHK,1013.96,1,1,"Benachity,Durgapur",87.27,23.55,38.5
24527,Builder,0,0,1,BHK,440.43,1,0,"Anakaputhur,Chennai",80.13,12.98,20.7
24528,Dealer,0,0,3,BHK,1859.82,1,1,"Akshaya Nagar,Bangalore",77.6,12.97,160.0
24529,Builder,1,1,2,BHK,652.91,0,0,"Chembur,Maharashtra",72.9,19.06,180.0
24530,Dealer,0,0,3,BHK,1439.09,1,1,"Kakkanad,Kochi",76.27,9.93,86.0
24531,Owner,0,0,3,BHK,2438.36,1,1,"Panampilly Nagar,Ernakulam",76.3,9.96,180.0
24532,Dealer,0,0,1,BHK,640.85,1,1,"Powai,Maharashtra",72.91,19.12,140.0
24533,Dealer,1,1,1,BHK,343.04,0,1,"Karade Khurd,Lalitpur",79.06,23.95,22.5
24534,Dealer,0,1,3,BHK,1647.18,1,1,"Sector-107 Noida,Noida",77.38,28.55,100.0
24535,Owner,0,1,2,BHK,1050.0,1,1,"Crossing Republik,Ghaziabad",77.43,28.63,42.0
24536,Dealer,0,1,1,BHK,600.04,1,1,"Mira Road,Lalitpur",72.86,19.28,55.0
24537,Owner,0,0,2,BHK,1110.08,1,1,"Sector-93 B Noida,Noida",77.39,28.52,72.0
24538,Dealer,0,0,1,BHK,639.93,1,1,"Sector-8 Ulwe,Maharashtra",72.82,19.22,45.0
24539,Dealer,1,1,2,BHK,984.42,0,1,"Moshi,Pune",73.85,18.67,49.9
24540,Owner,0,0,2,BHK,1229.27,1,1,"Cholanayakanahalli,Bangalore",77.6,13.04,50.4
24541,Dealer,1,1,2,BHK,1231.85,0,1,"Hennur Road,Bangalore",77.65,13.03,95.0
24542,Owner,0,0,3,BHK,1367.82,1,1,"Siruseri,Chennai",80.21,12.83,55.0
24543,Dealer,1,0,1,BHK,550.02,0,1,"Goregaon (West),Mumbai",72.84,19.16,90.0
24544,Dealer,0,0,3,BHK,1489.95,1,1,"Cuffe Parade,Maharashtra",72.82,18.91,740.0
24545,Dealer,0,0,2,BHK,1058.05,1,1,"Shankar Kalat Nagar,Pune",73.84,19.96,74.0
24546,Dealer,1,1,3,BHK,1260.31,0,0,"Hinjewadi,Pune",73.74,18.59,55.0
24547,Dealer,0,0,2,BHK,1075.13,1,1,"Sector-63 Chandigarh,Chandigarh",76.79,30.74,85.0
24548,Owner,1,0,2,BHK,750.02,0,1,"Purasalwalkam,Chennai",80.25,13.08,85.0
24549,Owner,0,1,3,BHK,1458.82,1,1,"Katesar,Varanasi",83.02,25.3,49.6
24550,Dealer,1,0,2,BHK,1149.68,0,1,"Prabhu Nagar,Indore",77.39,23.27,41.4
24551,Owner,1,0,3,BHK,1590.14,0,1,"Sector-11 Vasundhara,Ghaziabad",77.37,28.66,80.0
24552,Owner,0,0,3,BHK,1845.28,1,1,"Sector-27 Panchkula,Panchkula",76.88,30.65,78.0
24553,Dealer,1,1,4,BHK,1570.58,0,0,"Chinchwad,Pune",73.78,18.63,170.0
24554,Dealer,1,0,2,BHK,988.89,0,1,"New Town,Kolkata",88.48,22.59,44.5
24555,Owner,0,0,2,BHK,1260.38,1,1,"Kelgeri,Dharwad",74.97,15.46,41.0
24556,Dealer,0,0,2,BHK,988.18,1,1,"Guduvancheri,Chennai",80.06,12.84,32.6
24557,Owner,1,1,3,BHK,1450.0,0,1,"Bellari Road,Bangalore",77.93,13.05,87.0
24558,Owner,0,0,2,BHK,782.06,1,1,"Medavakkam,Chennai",80.19,12.92,45.0
24559,Dealer,0,1,2,BHK,900.04,1,1,"Ghodbunder Road,Mumbai",76.81,28.74,85.0
24560,Dealer,0,0,2,BHK,1046.21,1,1,"Action area 1A,Kolkata",88.45,22.58,48.0
24561,Owner,0,0,2,BHK,1600.3,1,1,"Azad Nagar,Kanpur",80.3,26.51,43.0
24562,Owner,0,0,3,BHK,1700.19,1,1,"Vaishali Nagar,Jaipur",75.75,26.92,82.0
24563,Dealer,0,1,3,BHK,1350.21,1,1,"Dera Bassi,Chandigarh",76.85,30.59,32.0
24564,Dealer,0,1,3,BHK,1469.47,1,1,"Jagdeo Path,Patna",85.14,25.61,77.0
24565,Owner,0,1,3,BHK,1430.39,1,1,"Sector-151 Noida,Noida",77.47,28.44,45.0
24566,Dealer,1,0,2,BHK,1007.12,0,1,"Nehru Nagar,Bhilai",81.32,21.21,28.3
24567,Dealer,0,0,2,BHK,1209.92,1,1,"Sector 15 Kharghar,Lalitpur",73.08,19.04,120.0
24568,Owner,0,0,2,BHK,1200.0,1,1,"Krishna Nagar,Lucknow",77.29,28.66,42.0
24569,Dealer,1,0,2,BHK,1140.15,0,1,"B T Road,Kolkata",88.34,22.54,65.0
24570,Dealer,0,0,2,BHK,600.03,1,1,"Saket Nagar,Bhopal",77.45,23.21,35.0
24571,Dealer,1,1,2,BHK,913.64,0,1,"Badlapur (East),Lalitpur",78.42,24.69,36.5
24572,Owner,0,0,3,BHK,1350.06,1,1,"Edapally,Kochi",76.27,9.93,85.0
24573,Owner,0,0,2,BHK,930.49,1,1,"Panda,Indore",75.81,22.6,17.0
24574,Dealer,0,0,2,BHK,1588.36,1,1,"Electronics City Phase 1,Bangalore",77.66,12.84,59.5
24575,Dealer,0,0,1,BHK,629.04,1,1,"Mahalaxmi,Lalitpur",78.42,24.69,150.0
24576,Owner,0,0,2,BHK,1480.09,1,1,"Joshi Colony,Amravati",74.88,31.64,55.0
24577,Dealer,1,1,4,BHK,2406.16,0,1,"Zirakpur,Chandigarh",76.82,30.66,100.0
24578,Dealer,0,0,4,BHK,2155.95,1,1,"Jessore Road,Kolkata",88.34,22.54,120.0
24579,Dealer,1,0,1,BHK,491.96,0,1,"Sodala,Jaipur",75.8,26.92,41.0
24580,Dealer,0,0,3,BHK,1550.39,1,1,"Sector-105 Mohali,Mohali",76.68,30.66,52.0
24581,Dealer,0,1,2,BHK,1230.33,1,1,"Sector 80 Faridabad,Faridabad",77.35,28.38,43.0
24582,Dealer,0,1,3,BHK,1368.75,1,1,"Kovur,Chennai",80.12,13.01,65.7
24583,Owner,0,0,2,BHK,860.13,1,1,"Near wardhaman nagar,Nagpur",79.14,21.15,23.0
24584,Dealer,0,1,3,BHK,1355.02,1,1,"Zirakpur,Mohali",76.82,30.65,57.9
24585,Owner,0,0,2,BHK,900.05,1,1,"purushottam vihar,Haridwar",85.5,26.6,38.0
24586,Dealer,0,1,3,BHK,1600.0,1,1,"Bhandup (West),Lalitpur",72.93,19.15,250.0
24587,Owner,0,0,2,BHK,1150.22,1,1,"Bowenpally,Secunderabad",78.48,17.48,50.0
24588,Dealer,0,0,1,BHK,800.0,1,1,"Bevarly Park,Maharashtra",73.0,19.1,49.0
24589,Dealer,0,0,2,BHK,1060.12,1,1,"Kalyan (East),Lalitpur",73.14,19.22,76.0
24590,Owner,0,1,2,BHK,1065.01,1,1,"Undri,Pune",73.93,18.45,67.0
24591,Dealer,0,1,3,BHK,2298.62,1,1,"Dera Bassi,Chandigarh",76.85,30.59,68.2
24592,Dealer,0,0,1,BHK,650.07,1,1,"Sinhgad Road,Pune",73.53,19.16,35.0
24593,Owner,0,0,2,BHK,860.09,1,1,"Urapakkam,Chennai",80.09,12.87,30.0
24594,Dealer,0,0,3,BHK,1767.17,1,1,"New Town,Kolkata",88.48,22.59,80.0
24595,Owner,0,0,2,BHK,1106.19,1,1,"Tilakwadi,Belgaum",74.5,15.87,45.0
24596,Owner,1,0,2,BHK,776.22,0,1,"Sidcul NH 73,Haridwar",78.17,29.97,20.5
24597,Dealer,0,0,3,BHK,1540.33,1,1,"Garh Road,Meerut",77.68,28.99,38.0
24598,Dealer,0,0,3,BHK,2327.27,1,1,"Puzhakkal,Thrissur",76.18,10.55,160.0
24599,Dealer,0,1,3,BHK,1599.3,1,1,"Sector 86 Faridabad,Faridabad",77.34,28.41,55.0
24600,Dealer,0,0,2,BHK,1136.96,1,1,"Ahinsa Khand 1,Ghaziabad",76.9,28.92,65.0
24601,Owner,0,0,3,BHK,1800.05,1,1,"Aman Vihar,Dehradun",78.07,30.35,74.0
24602,Dealer,0,1,2,BHK,1350.03,1,1,"Wadala East,Lalitpur",72.87,19.01,290.0
24603,Dealer,0,0,2,BHK,1260.13,1,1,"Nishat Ganj,Lucknow",80.92,26.86,70.0
24604,Dealer,1,0,2,BHK,1207.0,0,1,"Kolshet Road,Lalitpur",78.42,24.69,120.0
24605,Owner,0,0,2,BHK,1000.0,1,1,"Sawantwadi,Sindhudurg",74.0,15.96,25.0
24606,Dealer,0,0,2,BHK,1004.38,1,1,"Thane West,Lalitpur",72.96,19.18,110.0
24607,Owner,0,0,3,BHK,1400.23,1,1,"Sector-53 Noida,Noida",77.36,28.59,60.0
24608,Owner,0,0,2,BHK,846.11,1,1,"Pallikaranai,Chennai",80.22,12.94,48.0
24609,Dealer,1,1,3,BHK,1708.05,0,1,"Kanakpura Road,Bangalore",77.57,12.9,130.0
24610,Owner,0,0,1,BHK,699.63,1,1,"Merces,Panaji",73.9,15.48,30.0
24611,Dealer,0,1,2,BHK,1000.0,1,1,"Kolshet Road,Lalitpur",78.42,24.69,100.0
24612,Owner,0,0,4,BHK,1650.07,1,1,"Baguihati,Kolkata",88.43,22.62,58.0
24613,Dealer,0,0,2,BHK,987.26,1,1,"Dahisar (East),Mumbai",72.87,19.26,110.0
24614,Dealer,1,1,3,BHK,932.9,0,0,"Kolshet Road,Maharashtra",72.96,19.25,140.0
24615,Dealer,1,0,2,BHK,957.08,0,1,"Wakad,Pune",73.76,18.6,49.5
24616,Dealer,0,1,2,BHK,1073.14,1,1,"Taloja,Mumbai",73.1,19.08,65.0
24617,Dealer,0,0,3,BHK,1482.94,1,1,"Marathahalli,Bangalore",77.7,12.96,83.0
24618,Dealer,1,1,2,BHK,1520.63,0,1,"Sector-37 Bahadurgarh,Bahadurgarh",76.75,30.74,65.6
24619,Dealer,1,0,3,BHK,1281.26,0,1,"Shiv Mandir,Siliguri",71.39,25.23,33.3
24620,Dealer,0,0,3,BHK,1600.0,1,1,"Waghbil,Mumbai",72.83,18.97,140.0
24621,Dealer,1,1,3,BHK,930.06,0,0,"Mira Road East,Maharashtra",72.87,19.28,100.0
24622,Dealer,1,1,2,BHK,627.98,0,0,"Kharghar,Maharashtra",73.07,19.04,72.5
24623,Dealer,1,0,2,BHK,1312.83,0,1,"Madanpur,Bhubaneswar",85.73,20.24,52.5
24624,Dealer,1,1,3,BHK,1691.17,0,1,"Viman Nagar,Pune",73.91,18.56,130.0
24625,Dealer,1,1,2,BHK,1336.9,0,1,"Marathahalli,Bangalore",77.7,12.96,100.0
24626,Builder,1,1,2,BHK,651.07,0,0,"Panvel,Mumbai",73.15,18.97,86.0
24627,Dealer,0,1,4,BHK,2501.68,1,1,"Mahanagar,Lucknow",80.92,26.86,260.0
24628,Dealer,1,1,4,BHK,1997.66,0,0,"Kharghar,Maharashtra",73.07,19.04,290.0
24629,Dealer,0,1,1,BHK,609.98,1,1,"Hinjewadi,Pune",73.74,18.59,33.0
